,text,sentiment,value
6755,came back home NE gig another fun night skankin ... workout,positive,1
6756,You kidding say fast I like 5 seconds tweet nothing,neutral,0
6757,going look bunch open homes today get feel market think got lot saving ...,neutral,0
6758,I want buy great album unfortunately dont hav enuff funds 'long time noisy,negative,-1
6759,Ooohhh well could always borrow burn buddy Lol,positive,1
6760,Surely guessed Arbiter Judith,neutral,0
6761,I friend loves spot I want go,positive,1
6762,yeahhh dont judge pillow,neutral,0
6763,haha I wish I BFA photography,positive,1
6764,Too many cocktails last night head hurts,negative,-1
6765,I need get good hard workout today work I feel like I slacking No good,negative,-1
6766,bgt Can watch anymore,negative,-1
6767,Woah 311 really good The rain earlier rather nice,positive,1
6768,awww cuuuute Newborns fun,positive,1
6769,right richard marx right waiting really making feel nauseatingly sad,negative,-1
6770,Yes Cold coffee yesterday No sugar cream The way I like,positive,1
6771,Starving And Alyssa mom would bring subway,neutral,0
6772,thanks still waiting ... know taking long bad sign good sign,neutral,0
6773,shitload fun friends,positive,1
6774,public bathrooms,neutral,0
6775,Everything I usually watch pending http //eztv.it/index.php main=showlist,neutral,0
6776,tummy pains n woke stu drink middle night I remember,negative,-1
6777,forgot montel quote good one ..,neutral,0
6778,Why I still away 4am Cos I school tomorrow,neutral,0
6779,aw thanks much twitter loveeee appreciate every last drop,positive,1
6780,I spent 45 minutes book store I bought one book,neutral,0
6781,Brother 3 wandering around house underwear As charming 2 sisters female guests I sure,positive,1
6782,super excited,positive,1
6783,dreading work tomorrow wish I one day,neutral,0
6784,Not yet ... sorry,negative,-1
6785,lacey alright though quite gashes keeps tail legs,neutral,0
6786,Kazim Kazim know name,neutral,0
6787,YESSS FLASH IS BEING TONIGHT It ......... takes ................. time ........... ......... open ........... .......... webpage ......,negative,-1
6788,Yea us 3 Max Poor Trivun,neutral,0
6789,im away comp .... ill back later,neutral,0
6790,_Polanco Hi I uploaded 5 completely new Chinese Lessons www.youtube.com/ChineseLearn Please feel free watch enjoy,positive,1
6791,suivez moi follow everybody,neutral,0
6792,Wow away 4 ... stupid lap top shop ... still Hope everyone well,neutral,0
6793,Welcome found yesterday accident,neutral,0
6794,I thought back work today,neutral,0
6795,Missing morning work cause bench press back Jakarta goodluck diga Test easy peasy Hehehe,positive,1
6796,BGT ooooh tooo weird,negative,-1
6797,sitting chevy dealership utah waiting van fixed,neutral,0
6798,Thanks _Twit01,positive,1
6799,Is going New-Brunswick Canada Drive lol I live far far away,neutral,0
6800,167 SQL queries display one single deal page OzBargain Looks like I fun optimising Bad bad Drupal ...,positive,1
6801,I cnt get goin ur old messages HELP,negative,-1
6802,favorite curling iron broke,positive,1
6803,band practice,neutral,0
6804,Haha .. Hey check Love her/his tweets,positive,1
6805,guess ive got 20 wow impossible,negative,-1
6806,upgraded,neutral,0
6807,Willie pouting Grandma put treats food http //apps.facebook.com/dogbook/profile/view/6877293,negative,-1
6808,I love jazzercise Mrs. Underwood I wish chaperone,positive,1
6809,Well left six flags Didn get ride wanted Bummer maybe next time,negative,-1
6810,Same BS I tell Ah well better attempt,neutral,0
6811,cold rainy,neutral,0
6812,Yep sang song,neutral,0
6813,HAPPY MOTHERS DAY,positive,1
6814,I givee anything lovee Daniel Schuhmacher,neutral,0
6815,apparently getting anymore ... sad,negative,-1
6816,gym day hoping enjoy last Friday twenties,positive,1
6817,I headache And I nobody keep company _wants.to.be.a.kidd.again 3,negative,-1
6818,Wish I work today,neutral,0
6819,10.5 much A Sugar B Taste ... lord put ya fun way,negative,-1
6820,I really want send site .... kinds private ...,neutral,0
6821,hanging cousin,neutral,0
6822,I tried pincode ... says expired ... put,neutral,0
6823,Can believe Tomorrow Night Jay Leno last episode Tonight Show I encourage everyone watch welcome Conan,positive,1
6824,someone good morning,positive,1
6825,Is George still mending car,neutral,0
6826,hhhhhhaaaaaaaaaaaaa Yo u hve tears ... fault said u cancelled I thought ....,neutral,0
6827,finger hurts cause infected,negative,-1
6828,zero thomas,neutral,0
6829,Wonderful trip Read 4 Twilight novels Completely consuming engrossing Kinda sad done,neutral,0
6830,Yes sir See http //is.gd/wz2K,neutral,0
6831,_carter says video private ... let watch,neutral,0
6832,Can I forget say hahaha I able get home,neutral,0
6833,Don know heck space time BGT Bored,negative,-1
6834,wellll ...... 2 feed others mainly shade loving native wildflowers,positive,1
6835,Aw I wish I Ireland,positive,1
6836,I lost followers Was something I said I swear I freeballing Ugg last time I mention thing,neutral,0
6837,Ahh I confused I I wan na run away I really handle real relationship What love anyways .. False hope,negative,-1
6838,great hear u today U r best Can wait see u cruise 3 Cindy sign,positive,1
6839,In pillow heaven,positive,1
6840,Lol VATS The Insiders,positive,1
6841,Kinda maybe good coffee Same dilemma tho,neutral,0
6842,Right whole Twitter silence experiment The last four days murder inability mouth,negative,-1
6843,http //twitpic.com/416b7 hey nice pic,positive,1
6844,sidekick awkward flashing oh well leaving mommy flowers stuff,negative,-1
6845,Yeah,neutral,0
6846,Yes really,positive,1
6847,leaving soon Kansas City take stuff Only 8 days living Carthage left,neutral,0
6848,Searching wavy hairstyle,neutral,0
6849,luck goin forum .. im person earth goin,negative,-1
6850,Im goodie I feel like disconnected,negative,-1
6851,go movies today,negative,-1
6852,awww poor little girl britains got talent,negative,-1
6853,thks 4 follow tweets returned love,positive,1
6854,thankyou short stack bringing second sydney show im going im thankful guys good 2 ur fans,positive,1
6855,LaLaLaLand ... liking song much Anyhoo .... grr I cold thank goodness though sore throat gone,neutral,0
6856,sadly corporate giant employer let get site ...,negative,-1
6857,Went get dog vets theyve stitched ear charged us still bleeds like waterfall everytime moves D WHY,negative,-1
6858,happy mother day mom love always,positive,1
6859,Yes sir ... I acquired Master Arts Christian Ministry-a loooooong journey completed today ... thankful,positive,1
6860,poor bella ER first second ear infection since ears infected Her screams blood curdling,negative,-1
6861,LOL I imagine Ken said let know agreed gazillion percent said,neutral,0
6862,work ... mercedez last day,neutral,0
6863,lovely night steve-o family guy bed,positive,1
6864,Yessir yessir three cheeks full,neutral,0
6865,_b BF gig Portland OR That driving distance come save Burbank I stuck ATM Working plan B,negative,-1
6866,haha wash feet go bed mommas boy,neutral,0
6867,another build failed something right big scheme things,negative,-1
6868,Been meaning email months Your pre-reunion party must coming soon Really wish I could 140 char soon,positive,1
6869,went swimming fam 2 hours little toasty,neutral,0
6870,Excited see girls today boring work without,neutral,0
6871,majorspoilers.com problems get site working,negative,-1
6872,ok Cute times,positive,1
6873,Feel hurt car gon na watch funny movie someone talk,neutral,0
6874,nice .. I ever get ex,positive,1
6875,Yep It quarter til 4 I going try sleep headache subsiding Take easy Teddy,negative,-1
6876,Interesting I type bike get 10 bike company followers Download gets 5 IT companies Amused Can say keyword,positive,1
6877,Paving road intelligent nobody gone exactly going come follow,neutral,0
6878,http //bit.ly/253ce I got bit face doberman I four years old I wanted kiss My neighbor 13 ...,neutral,0
6879,ugh I knee injury except mine infected cut hurts like hell,negative,-1
6880,_A_R_A I wondering come twitter week yeah Adam withdrawal syndrome real/not nice,negative,-1
6881,SB 239K Flop A Q 9 4 players check Turn 9 I check call 200 bet River brick I check call trip 9 K kick He shows A9,neutral,0
6882,http //bit.ly/TGVR7 via thank tiff,positive,1
6883,wondering Mother Nature making life miserable,negative,-1
6884,I like already new follower join midst zombies mayhem,positive,1
6885,_Blogs Congratulations lovely Japanese Children Happy Kodomo hi,positive,1
6886,back great MAD monday meeting tomorrow,positive,1
6887,always good see even cyberspace,positive,1
6888,ouch thats achy back ... sorry ... didnt mean cause pain,negative,-1
6889,neeeeeeeed music suggestions one give,neutral,0
6890,One lane stop go trafffffffic suckssss Almost wwork thanks miinnnesota roads,negative,-1
6891,I TRIED TO PUT A IRON ON ON MY BOOK BAG AND I BURNT MY BAG WITH THE IRON LOL .. BUZZ KEEP MAKING FUN OF ME ... LOL,positive,1
6892,I one fastsmallballbuster question I promise weirdherout w/the fact MAY visionboard,neutral,0
6893,Thanks thoughts ... Unfortunatly work like hoped ... ah well The paintings beautiful,positive,1
6894,dog dug hole backyard well iwas sleeping im grounded,negative,-1
6895,nice lifelock suit brought experian basically reduce processing costs caused ppl want id theft,positive,1
6896,9 days I ready visit Torchwood see heard anything,positive,1
6897,last tweet send bad phone,neutral,0
6898,Had best wknd man levi sara love u guys,positive,1
6899,Thanks Unfortunately EU probs satellite provider even though TV LOOKS great basically useless,neutral,0
6900,Hi Simon I new thought I tell Jimmy Carr tweeted make Star Trek movie,neutral,0
6901,I torn I get extended warranty iPhone mine runs jailbreak I already got problems battery earpiece,negative,-1
6902,need go work soonish really dont want also trying save money ... life fab,neutral,0
6903,Thai food Natalie She loves stuff That makes smile,positive,1
6904,Oops .. late Already popped Bridges since I missed tv I 3 Blair Jo,negative,-1
6905,When got followers gon na competition.Hope look forward,positive,1
6906,I even dozen thanks reminding I quilt 2 make 3 LOL,neutral,0
6907,nothing,neutral,0
6908,_B_ Shes bad sort lot pain,negative,-1
6909,Just saw Star Trek I hardcore fan anything really good Get,positive,1
6910,watched devil wears prada want live new york city ever must poor,negative,-1
6911,Have going Trop last 5 years No games,neutral,0
6912,Looks like dialed LOT ... payed attention small important details gameplay ... still blood tho,neutral,0
6913,see u bye see u love hot30,positive,1
6914,borred everyone doingn check links profile,negative,-1
6915,In children hospital ER hoping Meredith NOT broken elbow/arm,positive,1
6916,online www.dujourmag.com/subscribe,neutral,0
6917,Morning finally got stream media PC PS3 via wireless router much easier using USB dongle ah techy simplicity,positive,1
6918,Yah Feeling better beaut day Sophie razzing skateboard park 3 yrs Charli happy school,positive,1
6919,wish home bed naked,negative,-1
6920,Wearing exactly clothes I used wear Canada beanie touque Ahh brings back memories ... I miss snow,negative,-1
6921,haha FINALLY hiii friend,neutral,0
6922,Sus Ate I upset I informed AT ALL Turns told Sarms expected tell Huff,negative,-1
6923,Dude butt itches cant scratch cause ppl r,negative,-1
6924,You know ... time could look Web page source code figure worked Now takes lot effort,neutral,0
6925,http //twitpic.com/67owu Nice I tickets tonight game I staying home sick,neutral,0
6926,LOL many stalkers today love getting creepy stalkers,positive,1
6927,Yayyyyyyyyyyy thats sp far away,neutral,0
6928,Dang Of course I jealous cuz I think first,neutral,0
6929,Hey I bet tweeps lots mother wisdom share,positive,1
6930,Work evil That let check text messages,negative,-1
6931,lol I blessed life 'mama Sorry back pain You stretches,neutral,0
6932,Woo hoo My happiness score 612 Apparently I over-the-top happy Considering week I ....,positive,1
6933,_autism BUT bright side twitter Morning,neutral,0
6934,You missing mine everybody else east coast,negative,-1
6935,ohh love green purple .. BLACK,positive,1
6936,haha neither I It matter though guys want,neutral,0
6937,well take sexy sleep foo weekend mami,neutral,0
6938,I Well home ... I see soon,neutral,0
6939,feels like hot box matter go still feels like hot box ice cream working n e,negative,-1
6940,I would rather end heart broken regret didnt take chance,negative,-1
6941,like positivity And may NOT change carrer crazyb dog lady .... maths test x,positive,1
6942,cynthia jenny spamming twitter haha,neutral,0
6943,I M A CELEBRITY TOOOOO,neutral,0
6944,SO .... yeah I VERY much appreciate,positive,1
6945,I experienced apathy empathy customer service situations many times recently,negative,-1
6946,Last week class ... Well technically classes two exams summmmmerrrrr begins ... yeahhhhhyaaaaaa,positive,1
6947,polyester protester quester semester sequester ... hope helps,neutral,0
6948,I sure lots studio equipment collected analog stuff bought anymore seriously condolences,negative,-1
6949,trying decide tonight Study Chem write night away The night still young perhaps I,neutral,0
6950,_d I really happy u n leigh thnx sharing happiness us means world us love ya Marta,positive,1
6951,happy tiff drop BIO suffer nyayhahahah,neutral,0
6952,We want pictures proof though,neutral,0
